what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423777877218
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423777881765
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.cleanAction,1423777881808
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423777884667
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423778362293
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423778367710
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423778370965
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423778373212
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423778376107
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423778386443
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423778572650
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423778576109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423778621553
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423778623014
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423781213969
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423781220921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423781224408
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423781472032
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423781587035
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1423781603683
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423781610465
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423781717264
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1423781728816
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423781731807
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1423781826341
